antenna_id,latitude,longitude
37450_1442,5.293,-3.045
37458_1442,5.293,-3.045
37459_1442,5.293,-3.045
801_1442,5.205,-3.723
802_1442,5.205,-3.723
803_1442,5.205,-3.723
804_1442,5.205,-3.723
805_1442,5.205,-3.723
806_1442,5.205,-3.723
807_1442,5.205,-3.723
808_1442,5.205,-3.723
809_1442,5.205,-3.723
36580_1311,5.293,-4.804
36588_1311,5.293,-4.804
36589_1311,5.293,-4.804
50861_1311,5.38,-4.397
50862_1311,5.38,-4.397
50863_1311,5.38,-4.397
50864_1311,5.38,-4.397
50865_1311,5.38,-4.397
50866_1311,5.38,-4.397
50867_1311,5.38,-4.397
50868_1311,5.38,-4.397
50869_1311,5.38,-4.397
24460_1611,5.407810211,-4.086740017
24468_1611,5.407810211,-4.086740017
24469_1611,5.407810211,-4.086740017
24501_1611,5.407810211,-4.086740017
24502_1611,5.407810211,-4.086740017
24503_1611,5.407810211,-4.086740017
24504_1611,5.407810211,-4.086740017
24505_1611,5.407810211,-4.086740017
24506_1611,5.407810211,-4.086740017
24507_1611,5.407810211,-4.086740017
24508_1611,5.407810211,-4.086740017
24509_1611,5.407810211,-4.086740017
28220_1372,5.342130184,-4.089670181
28228_1372,5.342130184,-4.089670181
28229_1372,5.342130184,-4.089670181
28301_1372,5.342130184,-4.089670181
28302_1372,5.342130184,-4.089670181
28303_1372,5.342130184,-4.089670181
28304_1372,5.342130184,-4.089670181
28305_1372,5.342130184,-4.089670181
28306_1372,5.342130184,-4.089670181
28307_1372,5.342130184,-4.089670181
28308_1372,5.342130184,-4.089670181
28309_1372,5.342130184,-4.089670181
3121_1381,5.477,-4.153
3122_1381,5.477,-4.153
3123_1381,5.477,-4.153
3124_1381,5.477,-4.153
3125_1381,5.477,-4.153
3126_1381,5.477,-4.153
3127_1381,5.477,-4.153
3128_1381,5.477,-4.153
3129_1381,5.477,-4.153
14300_1381,5.396,-4.15
14308_1381,5.396,-4.15
14309_1381,5.396,-4.15
43511_1381,5.396,-4.15
43512_1381,5.396,-4.15
43513_1381,5.396,-4.15
43514_1381,5.396,-4.15
43515_1381,5.396,-4.15
43516_1381,5.396,-4.15
43517_1381,5.396,-4.15
43518_1381,5.396,-4.15
43519_1381,5.396,-4.15
22061_4012,5.867,-3.928
22062_4012,5.867,-3.928
22063_4012,5.867,-3.928
22064_4012,5.867,-3.928
22065_4012,5.867,-3.928
22066_4012,5.867,-3.928
22067_4012,5.867,-3.928
22068_4012,5.867,-3.928
22069_4012,5.867,-3.928
41200_4011,8.446,-3.477
41208_4011,8.446,-3.477
41209_4011,8.446,-3.477
60331_4011,8.446,-3.477
60332_4011,8.446,-3.477
60333_4011,8.446,-3.477
60334_4011,8.446,-3.477
60335_4011,8.446,-3.477
60336_4011,8.446,-3.477
60337_4011,8.446,-3.477
60338_4011,8.446,-3.477
60339_4011,8.446,-3.477
30851_1061,5.317989826,-4.02244997
30854_1061,5.317989826,-4.02244997
42201_1061,5.322110176,-4.014259815
42202_1061,5.322110176,-4.014259815
42203_1061,5.322110176,-4.014259815
42205_1061,5.322110176,-4.014259815
42206_1061,5.322110176,-4.014259815
42207_1061,5.322110176,-4.014259815
42209_1061,5.322110176,-4.014259815
29460_1192,5.336,-3.871
29468_1192,5.336,-3.871
29469_1192,5.336,-3.871
30251_1192,5.336,-3.871
30252_1192,5.336,-3.871
30253_1192,5.336,-3.871
30254_1192,5.336,-3.871
30255_1192,5.336,-3.871
30256_1192,5.336,-3.871
30257_1192,5.336,-3.871
30258_1192,5.336,-3.871
30259_1192,5.336,-3.871
30601_1101,5.325,-4.265
30602_1101,5.325,-4.265
30603_1101,5.325,-4.265
30604_1101,5.325,-4.265
30605_1101,5.325,-4.265
30606_1101,5.325,-4.265
30607_1101,5.325,-4.265
30608_1101,5.325,-4.265
30609_1101,5.325,-4.265
12360_1271,5.337359905,-3.948999882
12368_1271,5.337359905,-3.948999882
12369_1271,5.337359905,-3.948999882
42261_1271,5.337359905,-3.948999882
42262_1271,5.337359905,-3.948999882
42263_1271,5.337359905,-3.948999882
42264_1271,5.337359905,-3.948999882
42265_1271,5.337359905,-3.948999882
42266_1271,5.337359905,-3.948999882
42267_1271,5.337359905,-3.948999882
42268_1271,5.337359905,-3.948999882
42269_1271,5.337359905,-3.948999882
265473_7034,7.113,-7.55
265474_7034,7.113,-7.55
265475_7034,7.113,-7.55
46081_9032,6.474,-4.979
46082_9032,6.474,-4.979
46083_9032,6.474,-4.979
280577_2582,5.417469978,-4.019000053
280578_2582,5.417469978,-4.019000053
280597_2582,5.417469978,-4.019000053
280598_2582,5.417469978,-4.019000053
280599_2582,5.417469978,-4.019000053
280579_2582,5.417469978,-4.019000053
311553_4071,10.191,-5.635
311554_4071,10.191,-5.635
311555_4071,10.191,-5.635
283649_4071,9.996,-5.898
283650_4071,9.996,-5.898
283651_4071,9.996,-5.898
203521_7032,7.265,-8.15
203522_7032,7.265,-8.15
203523_7032,7.265,-8.15
302593_5011,8.446,-3.477
302594_5011,8.446,-3.477
302595_5011,8.446,-3.477
720897_4073,7.157,-5.223
720898_4073,7.157,-5.223
720899_4073,7.157,-5.223
784917_2372,5.328619957,-4.105559826
784918_2372,5.328619957,-4.105559826
784919_2372,5.328619957,-4.105559826
780289_2062,5.351160049,-4.024089813
780290_2062,5.351160049,-4.024089813
780309_2062,5.351160049,-4.024089813
780310_2062,5.351160049,-4.024089813
780311_2062,5.351160049,-4.024089813
780291_2062,5.351160049,-4.024089813
785409_2582,5.416289806,-3.98052001
785410_2582,5.416289806,-3.98052001
785429_2582,5.416289806,-3.98052001
785430_2582,5.416289806,-3.98052001
785431_2582,5.416289806,-3.98052001
785411_2582,5.416289806,-3.98052001
700183_2191,5.401810169,-3.948709965
783381_2192,5.380720139,-3.913300037
783382_2192,5.380720139,-3.913300037
783383_2192,5.380720139,-3.913300037
400641_5011,7.991,-3.064
400642_5011,7.991,-3.064
400643_5011,7.991,-3.064
379905_4071,9.28,-6.086
379906_4071,9.28,-6.086
379907_4071,9.28,-6.086
390421_2611,5.444330215,-4.056879997
390422_2611,5.444330215,-4.056879997
390423_2611,5.444330215,-4.056879997
513793_2401,5.287370205,-3.975899935
513794_2401,5.287370205,-3.975899935
513795_2401,5.287370205,-3.975899935
55809_8091,6.171,-6.518
55810_8091,6.171,-6.518
55829_8091,6.171,-6.518
55830_8091,6.171,-6.518
55831_8091,6.171,-6.518
55811_8091,6.171,-6.518
453121_7034,6.929,-8.207
453122_7034,6.929,-8.207
453123_7034,6.929,-8.207
67093_5012,5.91,-4.003
67094_5012,5.91,-4.003
67095_5012,5.91,-4.003
55061_2381,5.362699986,-4.109910011
55062_2381,5.362699986,-4.109910011
55063_2381,5.362699986,-4.109910011
128001_7032,7.265,-8.15
128002_7032,7.265,-8.15
128003_7032,7.265,-8.15
46101_9032,6.474,-4.979
46102_9032,6.474,-4.979
46103_9032,6.474,-4.979
4609_2442,5.477,-3.214
4610_2442,5.477,-3.214
4611_2442,5.477,-3.214
142081_4073,9.075,-5.767
142082_4073,9.075,-5.767
142101_4073,9.075,-5.767
142102_4073,9.075,-5.767
142103_4073,9.075,-5.767
142083_4073,9.075,-5.767
68353_7034,6.875,-6.837
68354_7034,6.875,-6.837
68355_7034,6.875,-6.837
451585_8091,6.062,-5.692
451586_8091,6.062,-5.692
451587_8091,6.062,-5.692
615425_8091,6.29,-6.274
615426_8091,6.29,-6.274
615427_8091,6.29,-6.274
138241_2442,5.401,-3.346
138242_2442,5.401,-3.346
138261_2442,5.401,-3.346
138262_2442,5.401,-3.346
138263_2442,5.401,-3.346
138243_2442,5.401,-3.346
379413_7032,7.861,-8.094
379414_7032,7.861,-8.094
379415_7032,7.861,-8.094
229889_4071,9.833,-6.217
229890_4071,9.833,-6.217
229891_4071,9.833,-6.217
379925_4071,9.28,-6.086
379926_4071,9.28,-6.086
379927_4071,9.28,-6.086
378389_9032,6.085,-4.905
378390_9032,6.085,-4.905
378391_9032,6.085,-4.905
330241_8091,6.311,-5.936
330242_8091,6.311,-5.936
330261_8091,6.311,-5.936
330262_8091,6.311,-5.936
330263_8091,6.311,-5.936
330243_8091,6.311,-5.936
227585_5012,6.647,-4.19
227586_5012,6.647,-4.19
227587_5012,6.647,-4.19
328449_5011,7.297,-4.003
328450_5011,7.297,-4.003
328451_5011,7.297,-4.003
170497_5011,8.5,-3.12
170498_5011,8.5,-3.12
170499_5011,8.5,-3.12
256513_7033,6.886,-6.48
256514_7033,6.886,-6.48
256515_7033,6.886,-6.48
353813_5012,6.734,-3.477
353814_5012,6.734,-3.477
353815_5012,6.734,-3.477
265493_7034,7.113,-7.55
265494_7034,7.113,-7.55
265495_7034,7.113,-7.55
158741_2442,5.293,-3.045
158742_2442,5.293,-3.045
158743_2442,5.293,-3.045
192257_7035,7.493,-5.879
192258_7035,7.493,-5.879
192277_7035,7.493,-5.879
192278_7035,7.493,-5.879
192279_7035,7.493,-5.879
192259_7035,7.493,-5.879
283137_9032,6.474,-4.34
283138_9032,6.474,-4.34
283139_9032,6.474,-4.34
200727_7034,6.886,-7.418
218645_2311,5.293,-4.804
218646_2311,5.293,-4.804
218647_2311,5.293,-4.804
264193_8091,5.986,-6.349
264194_8091,5.986,-6.349
264195_8091,5.986,-6.349
283669_4071,9.996,-5.898
283670_4071,9.996,-5.898
283671_4071,9.996,-5.898
550145_5011,7.948,-3.59
550146_5011,7.948,-3.59
550147_5011,7.948,-3.59
411137_9032,5.91,-4.828
411138_9032,5.91,-4.828
411139_9032,5.91,-4.828
206081_8091,5.835,-6.311
206082_8091,5.835,-6.311
206083_8091,5.835,-6.311
444673_7034,6.994,-6.668
444674_7034,6.994,-6.668
444675_7034,6.994,-6.668
26901_4072,7.731,-5.016
26902_4072,7.731,-5.016
26903_4072,7.731,-5.016
132373_2311,5.38,-4.397
132374_2311,5.38,-4.397
132375_2311,5.38,-4.397
258049_8091,5.867,-5.692
258050_8091,5.867,-5.692
258051_8091,5.867,-5.692
413697_9032,6.506,-4.622
413698_9032,6.506,-4.622
413699_9032,6.506,-4.622
402965_7033,5.878,-7.475
402966_7033,5.878,-7.475
402967_7033,5.878,-7.475
396545_2402,5.296889782,-3.976419926
396546_2402,5.296889782,-3.976419926
396565_2402,5.296889782,-3.976419926
396566_2402,5.296889782,-3.976419926
396567_2402,5.296889782,-3.976419926
396547_2402,5.296889782,-3.976419926
400662_5011,7.991,-3.064
400663_5011,7.991,-3.064
410901_2442,5.132,-3.027
410902_2442,5.132,-3.027
410903_2442,5.132,-3.027
205077_7034,6.539,-7.494
205078_7034,6.539,-7.494
205079_7034,6.539,-7.494
513813_2401,5.287370205,-3.975899935
513814_2401,5.287370205,-3.975899935
513815_2401,5.287370205,-3.975899935
451605_8091,6.062,-5.692
451606_8091,6.062,-5.692
451607_8091,6.062,-5.692
384533_2401,5.29501009,-3.998919964
384534_2401,5.29501009,-3.998919964
384535_2401,5.29501009,-3.998919964
446977_5012,6.431,-3.364
446978_5012,6.431,-3.364
446979_5012,6.431,-3.364
412417_5011,7.872,-3.271
412418_5011,7.872,-3.271
412419_5011,7.872,-3.271
176897_8091,6.127,-5.955
176898_8091,6.127,-5.955
176899_8091,6.127,-5.955
201729_8091,6.106,-5.992
201730_8091,6.106,-5.992
201749_8091,6.106,-5.992
201750_8091,6.106,-5.992
201751_8091,6.106,-5.992
201731_8091,6.106,-5.992
39681_2611,5.488,-4.059
39682_2611,5.488,-4.059
39683_2611,5.488,-4.059
399381_4071,9.519,-5.26
399382_4071,9.519,-5.26
399383_4071,9.519,-5.26
177153_8091,6.138,-5.973
177154_8091,6.138,-5.973
177173_8091,6.138,-5.973
177174_8091,6.138,-5.973
177175_8091,6.138,-5.973
177155_8091,6.138,-5.973
145921_2402,5.285789967,-3.967319965
145922_2402,5.285789967,-3.967319965
145923_2402,5.285789967,-3.967319965
280085_2401,5.312739849,-3.993040085
280086_2401,5.312739849,-3.993040085
280087_2401,5.312739849,-3.993040085
78869_2192,5.369,-3.888
78870_2192,5.369,-3.888
78871_2192,5.369,-3.888
538133_7034,6.571,-8.0
538134_7034,6.571,-8.0
538135_7034,6.571,-8.0
604417_2402,5.275859833,-3.94204998
604418_2402,5.275859833,-3.94204998
604419_2402,5.275859833,-3.94204998
284161_4073,8.468,-4.491
284162_4073,8.468,-4.491
284163_4073,8.468,-4.491
98305_2301,5.32859993,-4.054850101
98306_2301,5.32859993,-4.054850101
98325_2301,5.32859993,-4.054850101
98326_2301,5.32859993,-4.054850101
98327_2301,5.32859993,-4.054850101
98307_2301,5.32859993,-4.054850101
390401_2611,5.444330215,-4.056879997
390402_2611,5.444330215,-4.056879997
390403_2611,5.444330215,-4.056879997
577557_4071,9.476,-5.673
577558_4071,9.476,-5.673
577559_4071,9.476,-5.673
275477_7032,7.417,-7.55
275478_7032,7.417,-7.55
275479_7032,7.417,-7.55
168705_4071,9.606,-5.185
168706_4071,9.606,-5.185
168725_4071,9.606,-5.185
168726_4071,9.606,-5.185
168727_4071,9.606,-5.185
168707_4071,9.606,-5.185
594710_2442,5.487,-3.196
594711_2442,5.487,-3.196
302849_5011,8.446,-3.477
302850_5011,8.446,-3.477
302869_5011,8.446,-3.477
302870_5011,8.446,-3.477
302871_5011,8.446,-3.477
302851_5011,8.446,-3.477
203541_7032,7.265,-8.15
203542_7032,7.265,-8.15
203543_7032,7.265,-8.15
563477_9031,6.918,-5.598
563478_9031,6.918,-5.598
563479_9031,6.918,-5.598
138773_7033,6.745,-7.024
138774_7033,6.745,-7.024
138775_7033,6.745,-7.024
616449_8091,6.236,-6.367
616450_8091,6.236,-6.367
616451_8091,6.236,-6.367
550165_5011,7.948,-3.59
550166_5011,7.948,-3.59
550167_5011,7.948,-3.59
