antenna_id,latitude,longitude
10890_1301,5.32859993,-4.054850101
10898_1301,5.32859993,-4.054850101
10899_1301,5.32859993,-4.054850101
12695_157,5.9,-5.147
12696_157,5.9,-5.147
12697_157,5.9,-5.147
12691_157,5.9,-5.147
12692_157,5.9,-5.147
12693_157,5.9,-5.147
12690_7093,5.9,-5.147
12698_7093,5.9,-5.147
12699_7093,5.9,-5.147
37711_156,5.39,-3.74
37712_156,5.39,-3.74
37713_156,5.39,-3.74
37710_1442,5.39,-3.74
37718_1442,5.39,-3.74
37719_1442,5.39,-3.74
10925_101,5.322110176,-4.014259815
10926_101,5.322110176,-4.014259815
10921_101,5.322110176,-4.014259815
10922_101,5.322110176,-4.014259815
40621_1061,5.322110176,-4.014259815
40624_1061,5.322110176,-4.014259815
40627_1061,5.322110176,-4.014259815
40622_1061,5.322110176,-4.014259815
40625_1061,5.322110176,-4.014259815
40628_1061,5.322110176,-4.014259815
40623_1061,5.322110176,-4.014259815
40626_1061,5.322110176,-4.014259815
40629_1061,5.322110176,-4.014259815
10920_1061,5.322110176,-4.014259815
10928_1061,5.322110176,-4.014259815
10929_1061,5.322110176,-4.014259815
11781_712,5.347,-5.692
11782_712,5.347,-5.692
11783_712,5.347,-5.692
22211_7092,5.347,-5.692
22214_7092,5.347,-5.692
22217_7092,5.347,-5.692
22212_7092,5.347,-5.692
22215_7092,5.347,-5.692
22218_7092,5.347,-5.692
22213_7092,5.347,-5.692
22216_7092,5.347,-5.692
22219_7092,5.347,-5.692
11780_7092,5.347,-5.692
11788_7092,5.347,-5.692
11789_7092,5.347,-5.692
12765_713,5.759,-6.405
12766_713,5.759,-6.405
12767_713,5.759,-6.405
12761_713,5.759,-6.405
12762_713,5.759,-6.405
12763_713,5.759,-6.405
321793_8093,5.759,-6.405
321794_8093,5.759,-6.405
321795_8093,5.759,-6.405
12760_7093,5.759,-6.405
12768_7093,5.759,-6.405
12769_7093,5.759,-6.405
10955_143,5.312739849,-3.993040085
10956_143,5.312739849,-3.993040085
10957_143,5.312739849,-3.993040085
10951_143,5.312739849,-3.993040085
10952_143,5.312739849,-3.993040085
10953_143,5.312739849,-3.993040085
322581_2401,5.312739849,-3.993040085
322582_2401,5.312739849,-3.993040085
322583_2401,5.312739849,-3.993040085
322561_2401,5.312739849,-3.993040085
322562_2401,5.312739849,-3.993040085
322563_2401,5.312739849,-3.993040085
40661_1401,5.312739849,-3.993040085
40664_1401,5.312739849,-3.993040085
40667_1401,5.312739849,-3.993040085
40662_1401,5.312739849,-3.993040085
40665_1401,5.312739849,-3.993040085
40668_1401,5.312739849,-3.993040085
40663_1401,5.312739849,-3.993040085
40666_1401,5.312739849,-3.993040085
40669_1401,5.312739849,-3.993040085
10950_1401,5.312739849,-3.993040085
10958_1401,5.312739849,-3.993040085
10959_1401,5.312739849,-3.993040085
41830_4011,9.042,-3.083
41838_4011,9.042,-3.083
41839_4011,9.042,-3.083
41831_406,9.042,-3.083
41832_406,9.042,-3.083
41833_406,9.042,-3.083
37721_150,5.38,-3.571
37722_150,5.38,-3.571
37723_150,5.38,-3.571
323073_2442,5.38,-3.571
323074_2442,5.38,-3.571
323075_2442,5.38,-3.571
37720_1442,5.38,-3.571
37728_1442,5.38,-3.571
37729_1442,5.38,-3.571
36751_155,5.39,-4.416
36752_155,5.39,-4.416
36753_155,5.39,-4.416
64631_1311,5.39,-4.416
64634_1311,5.39,-4.416
64637_1311,5.39,-4.416
64632_1311,5.39,-4.416
64635_1311,5.39,-4.416
64638_1311,5.39,-4.416
64633_1311,5.39,-4.416
64636_1311,5.39,-4.416
64639_1311,5.39,-4.416
36750_1311,5.39,-4.416
36758_1311,5.39,-4.416
36759_1311,5.39,-4.416
55385_143,5.287370205,-3.975899935
38601_154,5.748,-4.397
38602_154,5.748,-4.397
38603_154,5.748,-4.397
50331_8032,5.748,-4.397
50334_8032,5.748,-4.397
50337_8032,5.748,-4.397
50332_8032,5.748,-4.397
50335_8032,5.748,-4.397
50338_8032,5.748,-4.397
50333_8032,5.748,-4.397
50336_8032,5.748,-4.397
50339_8032,5.748,-4.397
38600_8032,5.748,-4.397
38608_8032,5.748,-4.397
38609_8032,5.748,-4.397
10985_134,5.328619957,-4.105559826
10986_134,5.328619957,-4.105559826
10987_134,5.328619957,-4.105559826
10981_134,5.328619957,-4.105559826
10982_134,5.328619957,-4.105559826
10983_134,5.328619957,-4.105559826
324885_2372,5.328619957,-4.105559826
324886_2372,5.328619957,-4.105559826
324887_2372,5.328619957,-4.105559826
324865_2372,5.328619957,-4.105559826
324866_2372,5.328619957,-4.105559826
324867_2372,5.328619957,-4.105559826
40711_1372,5.328619957,-4.105559826
40714_1372,5.328619957,-4.105559826
40717_1372,5.328619957,-4.105559826
40712_1372,5.328619957,-4.105559826
40715_1372,5.328619957,-4.105559826
40718_1372,5.328619957,-4.105559826
40713_1372,5.328619957,-4.105559826
40716_1372,5.328619957,-4.105559826
40719_1372,5.328619957,-4.105559826
10980_1372,5.328619957,-4.105559826
10988_1372,5.328619957,-4.105559826
10989_1372,5.328619957,-4.105559826
9761_603,6.853,-6.461
9762_603,6.853,-6.461
9763_603,6.853,-6.461
325121_7033,6.853,-6.461
325122_7033,6.853,-6.461
325123_7033,6.853,-6.461
59501_6033,6.853,-6.461
59504_6033,6.853,-6.461
59507_6033,6.853,-6.461
59502_6033,6.853,-6.461
59505_6033,6.853,-6.461
59508_6033,6.853,-6.461
59503_6033,6.853,-6.461
59506_6033,6.853,-6.461
59509_6033,6.853,-6.461
9760_6033,6.853,-6.461
9768_6033,6.853,-6.461
9769_6033,6.853,-6.461
19395_407,6.745,-3.496
19396_407,6.745,-3.496
19397_407,6.745,-3.496
19391_407,6.745,-3.496
19392_407,6.745,-3.496
19393_407,6.745,-3.496
1121793_2008,6.745,-3.496
1121794_2008,6.745,-3.496
1121795_2008,6.745,-3.496
325397_5012,6.745,-3.496
325398_5012,6.745,-3.496
325399_5012,6.745,-3.496
325377_5012,6.745,-3.496
325378_5012,6.745,-3.496
325379_5012,6.745,-3.496
58421_4012,6.745,-3.496
58424_4012,6.745,-3.496
58427_4012,6.745,-3.496
58422_4012,6.745,-3.496
58425_4012,6.745,-3.496
58428_4012,6.745,-3.496
58423_4012,6.745,-3.496
58426_4012,6.745,-3.496
58429_4012,6.745,-3.496
11005_102,5.346159935,-3.960380077
11006_102,5.346159935,-3.960380077
11007_102,5.346159935,-3.960380077
11001_102,5.346159935,-3.960380077
11002_102,5.346159935,-3.960380077
11003_102,5.346159935,-3.960380077
325653_2271,5.346159935,-3.960380077
325654_2271,5.346159935,-3.960380077
325655_2271,5.346159935,-3.960380077
325633_2271,5.346159935,-3.960380077
325634_2271,5.346159935,-3.960380077
325635_2271,5.346159935,-3.960380077
40731_1271,5.346159935,-3.960380077
40734_1271,5.346159935,-3.960380077
40737_1271,5.346159935,-3.960380077
40732_1271,5.346159935,-3.960380077
40735_1271,5.346159935,-3.960380077
40738_1271,5.346159935,-3.960380077
40733_1271,5.346159935,-3.960380077
40736_1271,5.346159935,-3.960380077
40739_1271,5.346159935,-3.960380077
11000_1271,5.346159935,-3.960380077
11008_1271,5.346159935,-3.960380077
11009_1271,5.346159935,-3.960380077
16851_713,5.672,-6.292
16852_713,5.672,-6.292
16853_713,5.672,-6.292
12775_713,5.672,-6.292
12776_713,5.672,-6.292
12777_713,5.672,-6.292
12771_713,5.672,-6.292
12772_713,5.672,-6.292
12773_713,5.672,-6.292
23821_7093,5.672,-6.292
23824_7093,5.672,-6.292
23827_7093,5.672,-6.292
23822_7093,5.672,-6.292
23825_7093,5.672,-6.292
23828_7093,5.672,-6.292
23823_7093,5.672,-6.292
23826_7093,5.672,-6.292
23829_7093,5.672,-6.292
12770_7093,5.672,-6.292
12778_7093,5.672,-6.292
12779_7093,5.672,-6.292
43465_310,10.334,-5.618
43466_310,10.334,-5.618
43467_310,10.334,-5.618
43461_310,10.334,-5.618
43462_310,10.334,-5.618
43463_310,10.334,-5.618
43460_3071,10.334,-5.618
43468_3071,10.334,-5.618
43469_3071,10.334,-5.618
43475_310,9.974,-5.147
43476_310,9.974,-5.147
43477_310,9.974,-5.147
43471_310,9.974,-5.147
43472_310,9.974,-5.147
43473_310,9.974,-5.147
327425_4071,9.974,-5.147
327426_4071,9.974,-5.147
327427_4071,9.974,-5.147
49491_3071,9.974,-5.147
49494_3071,9.974,-5.147
49497_3071,9.974,-5.147
49492_3071,9.974,-5.147
49495_3071,9.974,-5.147
49498_3071,9.974,-5.147
49493_3071,9.974,-5.147
49496_3071,9.974,-5.147
49499_3071,9.974,-5.147
43470_3071,9.974,-5.147
43478_3071,9.974,-5.147
43479_3071,9.974,-5.147
26391_606,8.229,-7.869
26392_606,8.229,-7.869
26393_606,8.229,-7.869
327681_7032,8.229,-7.869
327682_7032,8.229,-7.869
327683_7032,8.229,-7.869
51451_6032,8.229,-7.869
51454_6032,8.229,-7.869
51457_6032,8.229,-7.869
51452_6032,8.229,-7.869
51455_6032,8.229,-7.869
51458_6032,8.229,-7.869
51453_6032,8.229,-7.869
51456_6032,8.229,-7.869
51459_6032,8.229,-7.869
26390_6032,8.229,-7.869
26398_6032,8.229,-7.869
26399_6032,8.229,-7.869
39665_405,7.297,-4.003
39666_405,7.297,-4.003
39667_405,7.297,-4.003
39661_405,7.297,-4.003
39662_405,7.297,-4.003
39663_405,7.297,-4.003
49501_4011,7.297,-4.003
49504_4011,7.297,-4.003
49507_4011,7.297,-4.003
49502_4011,7.297,-4.003
49505_4011,7.297,-4.003
49508_4011,7.297,-4.003
49503_4011,7.297,-4.003
49506_4011,7.297,-4.003
49509_4011,7.297,-4.003
39660_4011,7.297,-4.003
39668_4011,7.297,-4.003
39669_4011,7.297,-4.003
11035_142,5.285789967,-3.967319965
11036_142,5.285789967,-3.967319965
11037_142,5.285789967,-3.967319965
11031_142,5.285789967,-3.967319965
11032_142,5.285789967,-3.967319965
11033_142,5.285789967,-3.967319965
328725_2402,5.285789967,-3.967319965
328726_2402,5.285789967,-3.967319965
328727_2402,5.285789967,-3.967319965
328705_2402,5.285789967,-3.967319965
328706_2402,5.285789967,-3.967319965
328707_2402,5.285789967,-3.967319965
40861_1402,5.285789967,-3.967319965
40864_1402,5.285789967,-3.967319965
40867_1402,5.285789967,-3.967319965
40862_1402,5.285789967,-3.967319965
40865_1402,5.285789967,-3.967319965
40868_1402,5.285789967,-3.967319965
40863_1402,5.285789967,-3.967319965
40866_1402,5.285789967,-3.967319965
40869_1402,5.285789967,-3.967319965
11030_1402,5.285789967,-3.967319965
11038_1402,5.285789967,-3.967319965
11039_1402,5.285789967,-3.967319965
5951_605,6.032,-5.79
5952_605,6.032,-5.79
5953_605,6.032,-5.79
5950_7091,6.032,-5.79
5958_7091,6.032,-5.79
5959_7091,6.032,-5.79
26905_808,6.376,-5.41
26906_808,6.376,-5.41
26907_808,6.376,-5.41
26901_808,6.376,-5.41
26902_808,6.376,-5.41
26903_808,6.376,-5.41
329237_9031,6.376,-5.41
329238_9031,6.376,-5.41
329239_9031,6.376,-5.41
329217_9031,6.376,-5.41
329218_9031,6.376,-5.41
329219_9031,6.376,-5.41
63011_8032,6.376,-5.41
63014_8032,6.376,-5.41
63017_8032,6.376,-5.41
63012_8032,6.376,-5.41
63015_8032,6.376,-5.41
63018_8032,6.376,-5.41
63013_8032,6.376,-5.41
63016_8032,6.376,-5.41
63019_8032,6.376,-5.41
26900_8032,6.376,-5.41
26908_8032,6.376,-5.41
26909_8032,6.376,-5.41
28075_808,6.387,-5.429
28076_808,6.387,-5.429
28077_808,6.387,-5.429
28071_808,6.387,-5.429
28072_808,6.387,-5.429
28073_808,6.387,-5.429
63021_8032,6.387,-5.429
63024_8032,6.387,-5.429
63027_8032,6.387,-5.429
63022_8032,6.387,-5.429
63025_8032,6.387,-5.429
63028_8032,6.387,-5.429
63023_8032,6.387,-5.429
63026_8032,6.387,-5.429
63029_8032,6.387,-5.429
28070_8032,6.387,-5.429
28078_8032,6.387,-5.429
28079_8032,6.387,-5.429
40611_311,8.37,-5.185
40612_311,8.37,-5.185
40613_311,8.37,-5.185
40610_3073,8.37,-5.185
40618_3073,8.37,-5.185
40619_3073,8.37,-5.185
4925_702,5.564,-6.593
4926_702,5.564,-6.593
4927_702,5.564,-6.593
4921_702,5.564,-6.593
4922_702,5.564,-6.593
4923_702,5.564,-6.593
329985_8093,5.564,-6.593
329986_8093,5.564,-6.593
329987_8093,5.564,-6.593
64541_7093,5.564,-6.593
64541_7092,5.564,-6.593
64544_7093,5.564,-6.593
64544_7092,5.564,-6.593
64547_7093,5.564,-6.593
64547_7092,5.564,-6.593
64542_7093,5.564,-6.593
64542_7092,5.564,-6.593
64545_7093,5.564,-6.593
64545_7092,5.564,-6.593
64548_7093,5.564,-6.593
64548_7092,5.564,-6.593
64543_7093,5.564,-6.593
64543_7092,5.564,-6.593
64546_7093,5.564,-6.593
64546_7092,5.564,-6.593
64549_7093,5.564,-6.593
64549_7092,5.564,-6.593
4920_7093,5.564,-6.593
4928_7093,5.564,-6.593
4929_7093,5.564,-6.593
10815_605,6.311,-5.936
10816_605,6.311,-5.936
10817_605,6.311,-5.936
10811_605,6.311,-5.936
10812_605,6.311,-5.936
10813_605,6.311,-5.936
52891_7091,6.311,-5.936
52894_7091,6.311,-5.936
52897_7091,6.311,-5.936
52892_7091,6.311,-5.936
52895_7091,6.311,-5.936
52898_7091,6.311,-5.936
52893_7091,6.311,-5.936
52896_7091,6.311,-5.936
52899_7091,6.311,-5.936
10810_7091,6.311,-5.936
10818_7091,6.311,-5.936
10819_7091,6.311,-5.936
18251_616,6.019,-6.593
18252_616,6.019,-6.593
18253_616,6.019,-6.593
18250_7091,6.019,-6.593
18258_7091,6.019,-6.593
18259_7091,6.019,-6.593
11055_111,5.374750137,-4.0144701
11056_111,5.374750137,-4.0144701
11057_111,5.374750137,-4.0144701
11051_111,5.374750137,-4.0144701
11052_111,5.374750137,-4.0144701
11053_111,5.374750137,-4.0144701
331285_2581,5.374750137,-4.0144701
331286_2581,5.374750137,-4.0144701
331287_2581,5.374750137,-4.0144701
331265_2581,5.374750137,-4.0144701
331266_2581,5.374750137,-4.0144701
331267_2581,5.374750137,-4.0144701
40891_1581,5.374750137,-4.0144701
40894_1581,5.374750137,-4.0144701
40897_1581,5.374750137,-4.0144701
40892_1581,5.374750137,-4.0144701
40895_1581,5.374750137,-4.0144701
40898_1581,5.374750137,-4.0144701
40893_1581,5.374750137,-4.0144701
40896_1581,5.374750137,-4.0144701
40899_1581,5.374750137,-4.0144701
11050,5.374750137,-4.0144701
11058_1581,5.374750137,-4.0144701
11059_1581,5.374750137,-4.0144701
4975_713,5.932,-6.593
4976_713,5.932,-6.593
4977_713,5.932,-6.593
4971_713,5.932,-6.593
4972_713,5.932,-6.593
4973_713,5.932,-6.593
4970_7091,5.932,-6.593
4978_7091,5.932,-6.593
4979_7091,5.932,-6.593
35025_603,7.157,-5.786
35026_603,7.157,-5.786
35027_603,7.157,-5.786
35021_603,7.157,-5.786
35022_603,7.157,-5.786
35023_603,7.157,-5.786
331777_9031,7.157,-5.786
331778_9031,7.157,-5.786
331779_9031,7.157,-5.786
35020_8031,7.157,-5.786
35028_8031,7.157,-5.786
35029_8031,7.157,-5.786
41051_1281,5.351059914,-4.008190155
41054_1281,5.351059914,-4.008190155
41057_1281,5.351059914,-4.008190155
41052_1281,5.351059914,-4.008190155
41055_1281,5.351059914,-4.008190155
41058_1281,5.351059914,-4.008190155
41053_1281,5.351059914,-4.008190155
41056_1281,5.351059914,-4.008190155
41059_1281,5.351059914,-4.008190155
11150_1281,5.351059914,-4.008190155
11158_1281,5.351059914,-4.008190155
11159_1281,5.351059914,-4.008190155
11155_101,5.351059914,-4.008190155
11156_101,5.351059914,-4.008190155
11157_101,5.351059914,-4.008190155
11151_101,5.351059914,-4.008190155
11152_101,5.351059914,-4.008190155
11153_101,5.351059914,-4.008190155
332565_2281,5.351059914,-4.008190155
332566_2281,5.351059914,-4.008190155
332567_2281,5.351059914,-4.008190155
332545_2281,5.351059914,-4.008190155
332546_2281,5.351059914,-4.008190155
332547_2281,5.351059914,-4.008190155
36765_155,5.369,-4.791
36766_155,5.369,-4.791
36767_155,5.369,-4.791
36761_155,5.369,-4.791
36762_155,5.369,-4.791
36763_155,5.369,-4.791
404481_2311,5.369,-4.791
404482_2311,5.369,-4.791
404483_2311,5.369,-4.791
49511_1311,5.369,-4.791
49514_1311,5.369,-4.791
49517_1311,5.369,-4.791
49512_1311,5.369,-4.791
49515_1311,5.369,-4.791
49518_1311,5.369,-4.791
49513_1311,5.369,-4.791
49516_1311,5.369,-4.791
49519_1311,5.369,-4.791
36760_1311,5.369,-4.791
36768_1311,5.369,-4.791
36769_1311,5.369,-4.791
3725_704,5.531,-7.325
3726_704,5.531,-7.325
3727_704,5.531,-7.325
3721_704,5.531,-7.325
3722_704,5.531,-7.325
3723_704,5.531,-7.325
333845_8093,5.531,-7.325
333846_8093,5.531,-7.325
333847_8093,5.531,-7.325
333825_8093,5.531,-7.325
333826_8093,5.531,-7.325
333827_8093,5.531,-7.325
46151_7093,5.531,-7.325
46154_7093,5.531,-7.325
46157_7093,5.531,-7.325
46152_7093,5.531,-7.325
46155_7093,5.531,-7.325
46158_7093,5.531,-7.325
46153_7093,5.531,-7.325
46156_7093,5.531,-7.325
46159_7093,5.531,-7.325
3720_7093,5.531,-7.325
3728_7093,5.531,-7.325
3729_7093,5.531,-7.325
9785_603,6.907,-6.442
9786_603,6.907,-6.442
9787_603,6.907,-6.442
9781_603,6.907,-6.442
9782_603,6.907,-6.442
9783_603,6.907,-6.442
1112065_2008,6.907,-6.442
1112066_2008,6.907,-6.442
1112067_2008,6.907,-6.442
334101_7033,6.907,-6.442
334102_7033,6.907,-6.442
334103_7033,6.907,-6.442
334081_7033,6.907,-6.442
334082_7033,6.907,-6.442
334083_7033,6.907,-6.442
59511_6033,6.907,-6.442
59514_6033,6.907,-6.442
59517_6033,6.907,-6.442
59512_6033,6.907,-6.442
59515_6033,6.907,-6.442
59518_6033,6.907,-6.442
59513_6033,6.907,-6.442
59516_6033,6.907,-6.442
59519_6033,6.907,-6.442
9780_6033,6.907,-6.442
9788_6033,6.907,-6.442
9789_6033,6.907,-6.442
3365_707,4.968,-6.198
3366_707,4.968,-6.198
3367_707,4.968,-6.198
3361_707,4.968,-6.198
3362_707,4.968,-6.198
3363_707,4.968,-6.198
22241_7092,4.968,-6.198
22244_7092,4.968,-6.198
22247_7092,4.968,-6.198
22242_7092,4.968,-6.198
22245_7092,4.968,-6.198
22248_7092,4.968,-6.198
22243_7092,4.968,-6.198
22246_7092,4.968,-6.198
22249_7092,4.968,-6.198
3360_7092,4.968,-6.198
3368_7092,4.968,-6.198
3369_7092,4.968,-6.198
18445_604,6.571,-8.301
18446_604,6.571,-8.301
18447_604,6.571,-8.301
18441_604,6.571,-8.301
18442_604,6.571,-8.301
18443_604,6.571,-8.301
18440_6034,6.571,-8.301
18448_6034,6.571,-8.301
18449_6034,6.571,-8.301
17995_608,7.287,-6.799
17996_608,7.287,-6.799
17997_608,7.287,-6.799
17991_608,7.287,-6.799
17992_608,7.287,-6.799
17993_608,7.287,-6.799
17990_6034,7.287,-6.799
17998_6034,7.287,-6.799
17999_6034,7.287,-6.799
335617_7034,7.287,-6.799
335618_7034,7.287,-6.799
335619_7034,7.287,-6.799
11255_142,5.277530193,-3.976409912
11256_142,5.277530193,-3.976409912
11257_142,5.277530193,-3.976409912
11251_142,5.277530193,-3.976409912
11252_142,5.277530193,-3.976409912
11253_142,5.277530193,-3.976409912
335893_2402,5.277530193,-3.976409912
335894_2402,5.277530193,-3.976409912
335895_2402,5.277530193,-3.976409912
335873_2402,5.277530193,-3.976409912
335874_2402,5.277530193,-3.976409912
335875_2402,5.277530193,-3.976409912
41101_1402,5.277530193,-3.976409912
41104_1402,5.277530193,-3.976409912
41107_1402,5.277530193,-3.976409912
41102_1402,5.277530193,-3.976409912
41105_1402,5.277530193,-3.976409912
41108_1402,5.277530193,-3.976409912
41103_1402,5.277530193,-3.976409912
41106_1402,5.277530193,-3.976409912
41109_1402,5.277530193,-3.976409912
11250_1402,5.277530193,-3.976409912
11258_1402,5.277530193,-3.976409912
11259_1402,5.277530193,-3.976409912
11295_108,5.384109974,-4.001369953
11296_108,5.384109974,-4.001369953
11297_108,5.384109974,-4.001369953
11291_108,5.384109974,-4.001369953
11292_108,5.384109974,-4.001369953
11293_108,5.384109974,-4.001369953
336149_2281,5.384109974,-4.001369953
336150_2281,5.384109974,-4.001369953
336151_2281,5.384109974,-4.001369953
336129_2281,5.384109974,-4.001369953
336130_2281,5.384109974,-4.001369953
336131_2281,5.384109974,-4.001369953
41221_1281,5.384109974,-4.001369953
41224_1281,5.384109974,-4.001369953
41227_1281,5.384109974,-4.001369953
41222_1281,5.384109974,-4.001369953
41225_1281,5.384109974,-4.001369953
41228_1281,5.384109974,-4.001369953
41223_1281,5.384109974,-4.001369953
41226_1281,5.384109974,-4.001369953
41229_1281,5.384109974,-4.001369953
11290_1281,5.384109974,-4.001369953
11298_1281,5.384109974,-4.001369953
11299_1281,5.384109974,-4.001369953
4947_702,5.596,-6.649
4948_702,5.596,-6.649
4949_702,5.596,-6.649
4941_702,5.596,-6.649
4942_702,5.596,-6.649
4943_702,5.596,-6.649
4940_7093,5.596,-6.649
4948_7093,5.596,-6.649
4949_7093,5.596,-6.649
4865_702,5.813,-6.724
4866_702,5.813,-6.724
4867_702,5.813,-6.724
4861_702,5.813,-6.724
4862_702,5.813,-6.724
4863_702,5.813,-6.724
336897_8093,5.813,-6.724
336898_8093,5.813,-6.724
336899_8093,5.813,-6.724
4860_7093,5.813,-6.724
4868_7093,5.813,-6.724
4869_7093,5.813,-6.724
11325_144,5.26267004,-3.996229887
11326_144,5.26267004,-3.996229887
11327_144,5.26267004,-3.996229887
11321_144,5.26267004,-3.996229887
11322_144,5.26267004,-3.996229887
11323_144,5.26267004,-3.996229887
337941_2441,5.26267004,-3.996229887
337942_2441,5.26267004,-3.996229887
337943_2441,5.26267004,-3.996229887
337921_2441,5.26267004,-3.996229887
337922_2441,5.26267004,-3.996229887
337923_2441,5.26267004,-3.996229887
41251_1441,5.26267004,-3.996229887
41254_1441,5.26267004,-3.996229887
41257_1441,5.26267004,-3.996229887
41252_1441,5.26267004,-3.996229887
41255_1441,5.26267004,-3.996229887
41258_1441,5.26267004,-3.996229887
41253_1441,5.26267004,-3.996229887
41256_1441,5.26267004,-3.996229887
41259_1441,5.26267004,-3.996229887
11320_1441,5.26267004,-3.996229887
11328_1441,5.26267004,-3.996229887
11329_1441,5.26267004,-3.996229887
11375_135,5.342569828,-4.056950092
11376_135,5.342569828,-4.056950092
11377_135,5.342569828,-4.056950092
11371_135,5.342569828,-4.056950092
11372_135,5.342569828,-4.056950092
11373_135,5.342569828,-4.056950092
338965_2302,5.342569828,-4.056950092
338966_2302,5.342569828,-4.056950092
338967_2302,5.342569828,-4.056950092
338945_2302,5.342569828,-4.056950092
338946_2302,5.342569828,-4.056950092
338947_2302,5.342569828,-4.056950092
41551_1302,5.342569828,-4.056950092
41554_1302,5.342569828,-4.056950092
41557_1302,5.342569828,-4.056950092
41552_1302,5.342569828,-4.056950092
41555_1302,5.342569828,-4.056950092
41558_1302,5.342569828,-4.056950092
41553_1302,5.342569828,-4.056950092
41556_1302,5.342569828,-4.056950092
41559_1302,5.342569828,-4.056950092
11370_1302,5.342569828,-4.056950092
11378_1302,5.342569828,-4.056950092
11379_1302,5.342569828,-4.056950092
25351_615,6.647,-7.343
25352_615,6.647,-7.343
25353_615,6.647,-7.343
25350_6034,6.647,-7.343
25358_6034,6.647,-7.343
25359_6034,6.647,-7.343
11435_101,5.341899872,-4.012420177
11436_101,5.341899872,-4.012420177
11437_101,5.341899872,-4.012420177
11431_101,5.341899872,-4.012420177
11432_101,5.341899872,-4.012420177
11433_101,5.341899872,-4.012420177
340245_2101,5.341899872,-4.012420177
340246_2101,5.341899872,-4.012420177
340247_2101,5.341899872,-4.012420177
340225_2101,5.341899872,-4.012420177
340226_2101,5.341899872,-4.012420177
340227_2101,5.341899872,-4.012420177
41751_1101,5.341899872,-4.012420177
41754_1101,5.341899872,-4.012420177
41757_1101,5.341899872,-4.012420177
41752_1101,5.341899872,-4.012420177
41755_1101,5.341899872,-4.012420177
41758_1101,5.341899872,-4.012420177
41753_1101,5.341899872,-4.012420177
41756_1101,5.341899872,-4.012420177
41759_1101,5.341899872,-4.012420177
11430_1101,5.341899872,-4.012420177
11438_1101,5.341899872,-4.012420177
11439_1101,5.341899872,-4.012420177
48465_162,5.444330215,-4.056879997
48466_162,5.444330215,-4.056879997
48467_162,5.444330215,-4.056879997
48461_162,5.444330215,-4.056879997
48462_162,5.444330215,-4.056879997
48463_162,5.444330215,-4.056879997
46271_1611,5.444330215,-4.056879997
46274_1611,5.444330215,-4.056879997
46277_1611,5.444330215,-4.056879997
46272_1611,5.444330215,-4.056879997
46275_1611,5.444330215,-4.056879997
46278_1611,5.444330215,-4.056879997
46273_1611,5.444330215,-4.056879997
46276_1611,5.444330215,-4.056879997
46279_1611,5.444330215,-4.056879997
48460_1611,5.444330215,-4.056879997
48468_1611,5.444330215,-4.056879997
48469_1611,5.444330215,-4.056879997
31071_154,5.564,-4.34
31072_154,5.564,-4.34
31073_154,5.564,-4.34
341249_2381,5.564,-4.34
341249_1154,5.564,-4.34
341250_2381,5.564,-4.34
341250_1154,5.564,-4.34
341251_2381,5.564,-4.34
341251_1154,5.564,-4.34
31070_1381,5.564,-4.34
31078_1381,5.564,-4.34
31079_1381,5.564,-4.34
36801_154,5.737,-4.528
36802_154,5.737,-4.528
36803_154,5.737,-4.528
359937_1154,5.737,-4.528
359938_1154,5.737,-4.528
359939_1154,5.737,-4.528
359937_9032,5.737,-4.528
359938_9032,5.737,-4.528
359939_9032,5.737,-4.528
36800_8032,5.737,-4.528
36808_8032,5.737,-4.528
36809_8032,5.737,-4.528
28241_619,7.157,-7.737
28242_619,7.157,-7.737
28243_619,7.157,-7.737
28240_6034,7.157,-7.737
28248_6034,7.157,-7.737
28249_6034,7.157,-7.737
43635_310,10.429,-5.635
43636_310,10.429,-5.635
43637_310,10.429,-5.635
43631_310,10.429,-5.635
43632_310,10.429,-5.635
43633_310,10.429,-5.635
342529_4071,10.429,-5.635
342530_4071,10.429,-5.635
342531_4071,10.429,-5.635
50351_3071,10.429,-5.635
50354_3071,10.429,-5.635
50357_3071,10.429,-5.635
50352_3071,10.429,-5.635
50355_3071,10.429,-5.635
50358_3071,10.429,-5.635
50353_3071,10.429,-5.635
50356_3071,10.429,-5.635
50359_3071,10.429,-5.635
43630_3071,10.429,-5.635
43638_3071,10.429,-5.635
43639_3071,10.429,-5.635
4555_707,5.445,-6.686
4556_707,5.445,-6.686
4557_707,5.445,-6.686
4551_707,5.445,-6.686
4552_707,5.445,-6.686
4553_707,5.445,-6.686
64571_7093,5.445,-6.686
64574_7093,5.445,-6.686
64577_7093,5.445,-6.686
64572_7093,5.445,-6.686
64575_7093,5.445,-6.686
64578_7093,5.445,-6.686
64573_7093,5.445,-6.686
64576_7093,5.445,-6.686
64579_7093,5.445,-6.686
4550_7093,5.445,-6.686
4558_7093,5.445,-6.686
4559_7093,5.445,-6.686
342785_8092,5.445,-6.686
342786_8092,5.445,-6.686
342787_8092,5.445,-6.686
17801_604,6.485,-8.376
17802_604,6.485,-8.376
17803_604,6.485,-8.376
17800_6034,6.485,-8.376
17808_6034,6.485,-8.376
17809_6034,6.485,-8.376
11615_101,5.330319881,-3.99368
11616_101,5.330319881,-3.99368
11617_101,5.330319881,-3.99368
11611_101,5.330319881,-3.99368
11612_101,5.330319881,-3.99368
